Time,Latitude,Longitude,Intensity
19901001  1200,16.0,-142.6,30
19901001  1800,15.5,-143.5,25
19900927  0000,13.5,-99.3,25
19900927  0600,13.1,-99.5,25
19900927  1200,12.7,-99.8,25
19900927  1800,12.4,-100.1,25
19900928  0000,12.1,-100.5,25
19900928  0600,12.0,-101.1,25
19900928  1200,12.0,-101.8,25
19900928  1800,12.2,-102.7,30
19900929  0000,12.4,-103.7,30
19900929  0600,12.7,-104.8,30
19900929  1200,13.2,-105.8,30
19900929  1800,13.7,-106.6,30
19900930  0000,14.3,-107.8,30
19900930  0600,14.8,-109.3,35
19900930  1200,15.4,-110.7,40
19900930  1800,16.1,-111.8,40
19901001  0000,16.9,-112.4,45
19901001  0600,17.7,-112.5,45
19901001  1200,18.5,-112.5,50
19901001  1800,19.3,-112.4,50
19901002  0000,20.3,-112.1,55
19901002  0600,21.6,-111.4,55
19901002  1200,23.1,-110.1,55
19901002  1800,25.0,-108.6,50
19901002  1900,25.2,-108.4,50
19901003  0000,28.5,-105.0,25
19901009  0000,14.5,-110.0,25
19901009  0600,14.7,-111.3,30
19901009  1200,14.9,-112.6,30
19901009  1800,15.1,-113.7,30
19901010  0000,15.4,-114.7,35
19901010  0600,15.7,-115.7,40
19901010  1200,16.2,-116.6,40
19901010  1800,16.6,-117.5,45
19901011  0000,17.0,-118.4,50
19901011  0600,17.3,-119.3,55
19901011  1200,17.9,-120.0,60
19901011  1800,18.5,-120.7,60
19901012  0000,19.0,-121.4,60
19901012  0600,19.5,-122.3,60
19901012  1200,19.9,-123.2,55
19901012  1800,20.3,-124.2,50
19901013  0000,20.7,-125.2,45
19901013  0600,21.0,-126.3,40
19901013  1200,21.3,-127.3,35
19901013  1800,21.5,-128.3,30
19901014  0000,21.5,-129.3,30
19901014  0600,21.5,-130.3,30
19901014  1200,21.6,-131.3,25
19901014  1800,21.9,-132.2,25
19901016  0000,10.3,-99.4,25
19901016  0600,10.5,-101.3,25
19901016  1200,10.8,-101.9,25
19901016  1800,11.1,-102.3,25
19901017  0000,11.6,-102.4,30
19901017  0600,12.1,-102.7,30
19901017  1200,12.5,-103.0,35
19901017  1800,12.8,-103.3,40
19901018  0000,13.0,-103.7,50
19901018  0600,13.2,-104.3,60
19901018  1200,13.3,-105.1,70
19901018  1800,13.3,-105.9,80
19901019  0000,13.3,-106.6,90
19901019  0600,13.6,-107.4,100
19901019  1200,14.0,-108.3,105
19901019  1800,14.5,-109.2,115
19901020  0000,14.8,-110.0,125
19901020  0600,15.2,-110.6,130
19901020  1200,15.5,-111.0,135
19901020  1800,15.8,-111.3,130
19901021  0000,16.1,-111.4,125
19901021  0600,16.4,-111.4,115
19901021  1200,16.5,-111.3,105
19901021  1800,16.6,-111.1,100
19901022  0000,16.7,-111.0,95
19901022  0600,16.9,-110.9,90
19901022  1200,17.2,-111.0,85
19901022  1800,17.4,-111.1,80
19901023  0000,17.6,-111.2,75
19901023  0600,17.6,-111.4,70
19901023  1200,17.6,-111.7,70
19901023  1800,17.5,-111.2,70
19901024  0000,17.5,-111.8,70
19901024  0600,17.4,-113.5,70
19901024  1200,17.3,-114.1,70
19901024  1800,17.2,-114.9,75
19901025  0000,17.1,-115.7,85
19901025  0600,17.1,-116.5,90
19901025  1200,17.1,-117.3,100
19901025  1800,17.1,-118.1,105
19901026  0000,17.3,-118.7,110
19901026  0600,17.5,-119.3,115
19901026  1200,17.7,-119.9,115
19901026  1800,17.9,-120.4,115
19901027  0000,18.0,-120.8,115
19901027  0600,18.1,-121.2,115
19901027  1200,18.1,-121.5,115
19901027  1800,18.1,-121.8,110
19901028  0000,18.1,-122.0,100
19901028  0600,18.2,-122.4,100
19901028  1200,18.3,-122.6,90
19901028  1800,18.4,-122.9,85
19901029  0000,18.7,-123.0,80
19901029  0600,18.9,-123.1,70
19901029  1200,19.3,-123.1,65
19901029  1800,19.7,-123.3,60
19901030  0000,20.1,-123.5,55
19901030  0600,20.4,-123.7,50
19901030  1200,20.6,-123.8,45
19901030  1800,20.7,-123.7,40
19901031  0000,21.0,-123.5,35
19901031  0600,21.6,-123.2,35
19901031  1200,21.0,-123.0,30
19901031  1800,20.8,-123.0,25
19901101  0000,20.3,-123.4,25
19901101  0600,19.8,-123.9,25
19901101  1200,19.1,-124.7,20
19901021  1800,11.3,-99.1,25
19901022  0000,11.1,-99.3,25
19901022  0600,11.0,-99.6,25
19901022  1200,11.3,-99.8,30
19901022  1800,11.8,-100.0,30
19901023  0000,12.2,-100.3,35
19901023  0600,12.5,-100.7,40
19901023  1200,12.8,-101.3,45
19901023  1800,13.2,-101.9,50
19901024  0000,13.6,-102.4,55
19901024  0600,14.1,-102.9,55
19901024  1200,14.6,-103.3,55
19901024  1800,15.2,-103.9,55
19901025  0000,15.8,-104.7,55
19901025  0600,16.3,-105.6,60
19901025  1200,16.8,-106.5,65
19901025  1800,17.4,-107.3,75
19901026  0000,17.9,-107.9,85
19901026  0600,18.3,-108.3,85
19901026  1200,18.6,-108.6,85
19901026  1800,18.8,-108.7,85
19901027  0000,18.9,-108.6,80
19901027  0600,18.9,-108.5,75
19901027  1200,18.8,-108.1,65
19901027  1800,18.5,-107.8,60
19901028  0000,18.2,-107.5,60
19901028  0600,17.9,-107.6,50
19901028  1200,17.4,-107.9,45
19901028  1800,16.9,-108.5,45
19901029  0000,16.6,-108.9,45
19901029  0600,16.6,-109.2,45
19901029  1200,16.8,-109.5,45
19901029  1800,17.2,-110.1,40
19901030  0000,17.5,-110.8,35
19901030  0600,17.6,-111.6,30
19901030  1200,17.7,-112.4,25
19901030  1800,17.9,-113.2,25
19901031  0000,18.2,-113.9,25
19901031  0600,18.6,-114.5,25
19901031  1200,19.0,-115.0,20
19901031  1800,19.4,-115.1,20
19910516  0600,10.7,-122.5,20
19910516  1200,10.8,-122.3,25
19910516  1800,10.9,-122.3,30
19910517  0000,11.0,-122.5,35
19910517  0600,10.9,-122.7,40
19910517  1200,10.7,-123.0,55
19910517  1800,10.5,-123.2,55
19910518  0000,10.3,-123.5,55
19910518  0600,10.2,-123.5,55
19910518  1200,10.1,-123.4,55
19910518  1800,10.2,-123.2,50
19910519  0000,10.3,-123.0,45
19910519  0600,10.4,-122.7,40
19910519  1200,10.5,-122.4,35
19910519  1800,10.7,-122.1,30
19910520  0000,10.9,-121.7,25
19910614  1800,10.2,-103.0,25
19910615  0000,10.1,-103.5,25
19910615  0600,10.1,-104.0,25
19910615  1200,10.2,-104.5,25
19910615  1800,10.3,-105.0,25
19910616  0000,10.7,-105.8,25
19910616  0600,11.1,-106.6,25
19910616  1200,11.5,-107.5,30
19910616  1800,11.9,-108.5,30
19910617  0000,12.3,-109.4,35
19910617  0600,12.6,-110.4,40
19910617  1200,12.9,-111.4,40
19910617  1800,13.1,-112.4,45
19910618  0000,13.3,-113.4,45
19910618  0600,13.4,-114.4,45
19910618  1200,13.4,-115.4,45
19910618  1800,13.4,-116.4,45
19910619  0000,13.3,-117.4,45
19910619  0600,13.1,-118.4,45
19910619  1200,12.9,-119.4,45
19910619  1800,12.7,-120.4,50
19910620  0000,12.6,-121.5,55
19910620  0600,12.7,-122.6,50
19910620  1200,13.0,-123.6,45
19910620  1800,13.4,-124.6,40
19910621  0000,13.7,-125.6,35
19910621  0600,14.0,-126.7,35
19910621  1200,14.2,-127.7,30
19910621  1800,14.3,-129.0,30
19910622  0000,14.5,-130.5,25
19910616  1200,11.4,-95.4,30
19910616  1800,11.9,-96.4,30
19910617  0000,12.3,-97.6,35
19910617  0600,12.7,-99.1,35
19910617  1200,12.9,-100.4,45
19910617  1800,12.9,-101.5,50
19910618  0000,13.1,-102.5,55
19910618  0600,13.2,-103.6,55
19910618  1200,13.4,-104.6,60
19910618  1800,13.4,-105.4,65
19910619  0000,13.9,-106.1,65
19910619  0600,14.1,-106.8,65
19910619  1200,14.1,-107.4,65
19910619  1800,14.1,-108.0,65
19910620  0000,14.1,-108.6,65
19910620  0600,14.0,-109.4,65
19910620  1200,13.9,-110.2,65
19910620  1800,13.6,-111.0,65
19910621  0000,13.4,-111.8,60
19910621  0600,13.1,-112.5,60
19910621  1200,12.8,-113.3,60
19910621  1800,12.6,-114.2,65
19910622  0000,12.5,-115.1,75
19910622  0600,12.4,-116.1,80
19910622  1200,12.5,-117.2,90
19910622  1800,12.7,-118.5,95
19910623  0000,13.0,-120.0,100
19910623  0600,13.4,-121.5,100
19910623  1200,13.8,-123.0,100
19910623  1800,14.3,-124.4,100
19910624  0000,14.7,-125.7,100
19910624  0600,15.3,-127.0,105
19910624  1200,15.7,-128.1,100
19910624  1800,16.1,-129.1,100
19910625  0000,16.3,-130.0,100
19910625  0600,16.5,-130.6,90
19910625  1200,16.6,-131.2,85
19910625  1800,16.7,-131.6,75
19910626  0000,16.7,-132.0,65
19910626  0600,16.7,-132.5,55
19910626  1200,16.7,-133.1,45
19910626  1800,16.8,-133.7,35
19910627  0000,16.8,-134.4,30
19910627  0600,16.8,-135.0,25
19910627  1200,16.7,-135.4,25
19910622  1200,12.6,-101.1,25
19910622  1800,12.8,-101.3,25
19910623  0000,13.0,-101.5,25
19910623  0600,13.3,-101.7,25
19910623  1200,13.9,-101.7,25
19910623  1800,14.5,-101.7,30
19910624  0000,14.9,-101.8,35
19910624  0600,15.3,-102.0,40
19910624  1200,15.8,-102.3,45
19910624  1800,16.4,-102.9,50
19910625  0000,17.0,-103.7,60
19910625  0600,17.4,-104.6,65
19910625  1200,17.8,-105.6,70
19910625  1800,17.8,-106.7,75
19910626  0000,18.2,-107.7,75
19910626  0600,18.6,-108.8,75
19910626  1200,19.4,-109.8,70
19910626  1800,19.6,-110.7,65
19910627  0000,19.6,-111.4,60
19910627  0600,19.3,-111.7,50
19910627  1200,18.8,-111.8,40
19910627  1800,18.4,-111.8,35
19910628  0000,18.2,-111.8,30
19910628  0600,18.2,-111.6,25
19910628  1200,18.2,-111.4,25
19910628  1800,18.2,-111.3,25
19910628  1200,12.7,-92.9,25
19910628  1800,13.3,-93.5,25
19910629  0000,13.9,-94.0,25
19910629  0600,14.6,-94.6,25
19910629  1200,15.4,-95.0,30
19910629  1800,16.1,-95.1,30
19910630  0000,16.3,-95.8,30
19910715  1200,9.4,-111.9,25
19910715  1800,9.8,-113.3,30
19910716  0000,10.2,-114.8,35
19910716  0600,10.5,-116.1,45
19910716  1200,10.9,-117.3,50
19910716  1800,11.4,-118.6,55
19910717  0000,12.1,-120.0,60
19910717  0600,12.6,-121.5,65
19910717  1200,13.0,-123.1,60
19910717  1800,13.3,-124.8,55
19910718  0000,13.6,-126.7,50
19910718  0600,13.7,-128.5,45
19910718  1200,14.0,-130.2,45
19910718  1800,14.4,-131.5,40
19910719  0000,15.0,-132.6,35
19910719  0600,15.3,-133.6,35
19910719  1200,15.4,-134.7,35
19910719  1800,15.3,-135.9,30
19910720  0000,15.2,-137.1,30
19910720  0600,15.2,-138.1,30
19910720  1200,15.3,-139.0,30
19910720  1800,15.6,-139.5,25
19910721  0000,15.7,-139.7,25
19910721  0600,15.7,-139.7,25
19910721  1200,16.1,-140.1,25
19910721  1800,16.7,-140.9,25
19910729  0600,10.8,-107.2,25
19910729  1200,11.5,-108.5,30
19910729  1800,12.1,-109.7,35
19910730  0000,12.8,-110.8,35
19910730  0600,13.2,-111.8,40
19910730  1200,13.4,-112.9,45
19910730  1800,13.7,-113.8,50
19910731  0000,14.0,-114.8,55
19910731  0600,14.6,-115.9,60
19910731  1200,15.0,-116.9,65
19910731  1800,15.3,-118.0,70
19910801  0000,15.5,-119.1,75
19910801  0600,15.8,-120.1,80
19910801  1200,16.1,-121.0,85
19910801  1800,16.3,-121.8,95
19910802  0000,16.6,-122.7,105
19910802  0600,16.9,-123.6,105
19910802  1200,17.1,-124.6,100
19910802  1800,17.3,-125.7,95
19910803  0000,17.4,-126.8,90
19910803  0600,17.5,-128.0,80
19910803  1200,17.6,-129.4,75
19910803  1800,17.7,-130.9,80
19910804  0000,17.8,-132.5,85
19910804  0600,17.9,-134.0,85
19910804  1200,18.0,-135.5,90
19910804  1800,18.0,-137.1,90
19910805  0000,18.1,-138.6,90
19910805  0600,18.1,-140.3,85
19910805  1200,18.1,-142.0,80
19910805  1800,18.2,-143.2,70
19910806  0000,18.3,-144.6,65
19910806  0600,18.3,-145.9,60
19910806  1200,18.3,-147.0,55
19910806  1800,18.3,-148.7,50
19910807  0000,18.3,-149.9,45
19910807  0600,18.4,-151.4,40
19910807  1200,18.5,-153.0,35
19910807  1800,18.8,-154.1,30
19910808  0000,19.3,-155.0,25
19910804  0000,12.3,-98.4,25
19910804  0600,12.9,-99.4,25
19910804  1200,13.4,-100.2,30
19910804  1800,13.8,-101.1,35
19910805  0000,14.3,-101.9,40
19910805  0600,14.7,-102.8,50
19910805  1200,15.2,-103.7,65
19910805  1800,15.6,-104.8,70
19910806  0000,15.9,-106.3,70
19910806  0600,16.2,-107.7,70
19910806  1200,16.4,-109.0,70
19910806  1800,16.5,-110.2,70
19910807  0000,16.6,-111.4,70
19910807  0600,16.8,-112.7,65
19910807  1200,17.0,-114.0,60
19910807  1800,17.2,-115.3,55
19910808  0000,17.3,-116.6,50
19910808  0600,17.4,-117.8,45
19910808  1200,17.5,-119.1,40
19910808  1800,17.5,-120.4,40
19910809  0000,17.5,-121.9,35
19910809  0600,17.4,-123.5,35
19910809  1200,17.3,-125.3,30
19910809  1800,17.0,-127.1,30
19910810  0000,16.5,-128.9,25
19910810  0600,16.1,-130.5,25
19910810  1200,15.6,-132.0,25
19910810  1800,15.2,-133.6,25
19910808  0000,13.3,-101.9,25
19910808  0600,13.3,-103.1,25
19910808  1200,13.5,-104.3,30
19910808  1800,13.9,-105.3,30
19910809  0000,14.4,-106.1,30
19910809  0600,14.7,-106.9,30
19910809  1200,15.1,-107.8,35
19910809  1800,15.6,-108.9,40
19910810  0000,16.2,-109.8,45
19910810  0600,16.7,-110.7,45
19910810  1200,17.3,-111.7,50
19910810  1800,18.1,-112.7,50
19910811  0000,19.0,-113.5,55
19910811  0600,20.0,-114.3,55
19910811  1200,21.0,-114.5,50
19910811  1800,22.0,-116.7,45
19910812  0000,23.0,-117.9,45
19910812  0600,24.1,-118.8,45
19910812  1200,25.3,-119.6,45
19910812  1800,26.5,-120.1,40
19910813  0000,27.7,-120.5,35
19910813  0600,28.8,-120.9,30
19910813  1200,29.9,-121.4,25
19910813  1800,30.9,-121.8,25
19910814  0000,31.8,-121.7,25
19910814  0600,32.7,-121.6,25
19910912  1200,17.0,-106.7,25
19910912  1800,17.6,-107.1,25
19910913  0000,18.2,-107.2,25
19910913  0600,18.8,-107.2,30
19910913  1200,19.3,-107.1,30
19910913  1800,19.8,-107.0,30
19910914  0000,20.3,-106.9,30
19910916  0600,14.1,-102.2,25
19910916  1200,15.1,-102.1,30
19910916  1800,16.0,-102.5,35
19910917  0000,16.7,-103.0,45
19910917  0600,17.1,-103.3,50
19910917  1200,17.5,-103.5,55
19910917  1800,17.7,-103.3,55
19910918  0000,17.7,-103.0,50
19910918  0600,17.5,-102.8,45
19910918  1200,17.2,-102.7,40
19910918  1800,16.8,-102.6,35
19910919  0000,16.4,-102.7,25
19910919  0600,16.1,-102.8,25
19910920  1800,10.1,-100.1,25
19910921  0000,10.3,-100.7,30
19910921  0600,10.7,-101.5,30
19910921  1200,11.2,-102.3,30
19910921  1800,11.7,-103.0,35
19910922  0000,12.3,-103.4,40
19910922  0600,12.8,-103.9,45
19910922  1200,13.1,-104.3,55
19910922  1800,13.4,-104.9,65
19910923  0000,13.4,-105.7,85
19910923  0600,13.5,-106.6,105
19910923  1200,13.5,-107.7,110
19910923  1800,13.4,-108.9,115
19910924  0000,13.4,-110.0,115
19910924  0600,13.4,-111.0,115
19910924  1200,13.4,-112.1,115
19910924  1800,13.4,-113.1,115
19910925  0000,13.3,-114.1,110
19910925  0600,13.4,-115.1,110
19910925  1200,13.4,-116.0,115
19910925  1800,13.5,-116.9,115
19910926  0000,13.7,-117.7,115
19910926  0600,13.9,-118.4,110
19910926  1200,14.2,-119.2,110
19910926  1800,14.5,-119.9,105
19910927  0000,14.8,-120.7,100
19910927  0600,15.2,-121.4,100
19910927  1200,15.4,-122.0,100
19910927  1800,15.5,-122.5,95
19910928  0000,15.5,-123.0,95
19910928  0600,15.5,-123.5,95
19910928  1200,15.6,-123.9,95
19910928  1800,15.7,-124.3,95
19910929  0000,15.8,-124.5,90
19910929  0600,16.0,-124.7,90
19910929  1200,16.3,-124.9,90
19910929  1800,16.7,-125.1,85
19910930  0000,17.2,-125.5,80
19910930  0600,17.7,-125.9,70
19910930  1200,18.5,-126.5,60
19910930  1800,19.3,-127.4,50
19911001  0000,20.0,-128.2,35
19911001  0600,20.5,-129.1,30
19911001  1200,21.1,-130.0,25
19911001  1800,21.7,-130.8,25
19911002  0000,22.5,-131.5,20
19910925  0000,12.2,-96.2,25
19910925  0600,12.3,-97.0,30
19910925  1200,12.3,-97.7,30
19910925  1800,12.4,-98.3,35
19910926  0000,12.7,-98.7,45
19910926  0600,13.0,-99.2,50
19910926  1200,13.3,-99.9,60
19910926  1800,13.5,-100.6,70
19910927  0000,13.5,-101.2,80
19910927  0600,13.7,-101.7,90
19910927  1200,13.9,-102.1,95
19910927  1800,14.3,-102.6,90
19910928  0000,14.7,-103.2,90
19910928  0600,14.9,-103.8,90
19910928  1200,15.0,-104.3,90
19910928  1800,15.2,-104.5,95
19910929  0000,15.5,-104.9,100
19910929  0600,15.9,-105.4,105
19910929  1200,16.2,-106.0,110
19910929  1800,16.5,-106.7,115
19910930  0000,16.8,-107.6,115
19910930  0600,17.0,-108.5,115
19910930  1200,17.3,-109.6,120
19910930  1800,17.5,-110.8,120
19911001  0000,17.6,-112.0,125
19911001  0600,17.8,-113.1,120
19911001  1200,17.9,-114.2,120
19911001  1800,18.0,-115.2,115
19911002  0000,18.1,-116.3,115
19911002  0600,18.0,-117.3,115
19911002  1200,17.7,-118.3,115
19911002  1800,17.2,-119.2,110
19911003  0000,16.6,-120.1,105
19911003  0600,16.1,-121.0,105
19911003  1200,15.6,-122.1,100
19911003  1800,15.2,-123.2,100
19911004  0000,14.9,-124.3,95
19911004  0600,14.7,-125.4,90
19911004  1200,14.6,-126.6,90
19911004  1800,14.7,-127.8,90
19911005  0000,14.8,-128.9,85
19911005  0600,14.9,-129.9,80
19911005  1200,15.1,-131.0,80
19911005  1800,15.3,-131.8,80
19911006  0000,15.5,-132.5,75
19911006  0600,15.7,-133.1,80
19911006  1200,16.0,-133.5,85
19911006  1800,16.3,-133.8,90
19911007  0000,16.6,-134.1,95
19911007  0600,17.0,-134.5,95
19911007  1200,17.4,-134.9,100
19911007  1800,17.8,-135.4,100
19911008  0000,18.1,-135.9,100
19911008  0600,18.5,-136.5,95
19911008  1200,18.9,-137.3,90
19911008  1800,19.4,-138.1,85
19911009  0000,19.9,-139.0,80
19911009  0600,20.4,-140.0,75
19911009  1200,21.0,-141.0,65
19911009  1800,21.7,-141.8,60
19911010  0000,22.7,-142.7,50
19911010  0600,23.1,-142.9,45
19911010  1200,23.8,-143.6,45
19911010  1800,24.3,-144.1,45
19911011  0000,24.5,-144.4,35
19911011  0600,24.7,-144.6,30
19911011  1200,24.8,-145.0,30
19911011  1800,25.0,-145.4,30
19911012  0000,25.4,-146.6,25
19911012  0600,25.5,-147.5,25
19911003  1200,13.4,-108.7,30
19911003  1800,13.9,-109.0,30
19911004  0000,14.4,-109.2,35
19911004  0600,14.8,-109.3,40
19911004  1200,15.2,-109.2,45
19911004  1800,15.5,-109.1,55
19911005  0000,15.8,-109.0,70
19911005  0600,16.1,-108.8,85
19911005  1200,16.4,-108.7,100
19911005  1800,16.7,-108.6,105
19911006  0000,17.3,-108.5,100
19911006  0600,17.7,-108.6,95
19911006  1200,18.2,-108.8,85
19911006  1800,18.5,-109.5,75
19911007  0000,18.9,-110.1,70
19911007  0600,19.2,-110.9,65
19911007  1200,19.3,-111.9,60
19911007  1800,19.3,-112.9,55
19911008  0000,19.4,-113.9,50
19911008  0600,19.5,-115.0,50
19911008  1200,19.7,-115.8,45
19911008  1800,19.9,-116.7,45
19911009  0000,20.0,-117.6,40
19911009  0600,20.0,-118.5,40
19911009  1200,20.1,-119.3,35
19911009  1800,20.1,-119.8,35
19911010  0000,20.1,-120.4,30
19911010  0600,20.1,-121.0,30
19911010  1200,20.1,-121.6,30
19911010  1800,20.0,-122.2,25
19911011  0000,20.0,-122.9,25
19911011  0600,19.9,-123.7,25
19911011  1200,19.7,-124.4,25
19911011  1800,19.5,-125.1,25
19911012  0000,19.3,-125.9,25
19911012  0600,19.0,-126.6,25
19911012  1200,18.5,-127.3,25
19911012  1800,18.1,-127.9,25
19911013  0000,17.9,-128.4,25
19911013  0600,17.9,-129.0,25
19911013  1200,18.2,-129.4,20
19911013  1800,18.5,-130.0,20
19911007  1200,12.2,-95.3,25
19911007  1800,13.0,-95.8,25
19911008  0000,13.3,-96.4,25
19911008  0600,13.6,-97.2,25
19911008  1200,13.9,-98.1,30
19911008  1800,14.3,-99.1,35
19911009  0000,14.8,-100.0,40
19911009  0600,15.1,-100.9,45
19911009  1200,15.4,-101.9,50
19911009  1800,15.7,-102.9,60
19911010  0000,16.0,-103.8,65
19911010  0600,16.3,-104.6,65
19911010  1200,16.5,-105.5,65
19911010  1800,16.8,-106.4,65
19911011  0000,17.0,-107.2,65
19911011  0600,17.1,-107.9,65
19911011  1200,17.3,-108.4,70
19911011  1800,17.4,-108.6,70
19911012  0000,17.6,-108.8,70
19911012  0600,17.8,-108.8,65
19911012  1200,18.0,-108.8,60
19911012  1800,18.3,-108.9,55
19911013  0000,18.7,-109.1,50
19911013  0600,19.0,-109.2,50
19911013  1200,19.3,-109.2,45
19911013  1800,19.4,-109.1,45
19911014  0000,19.5,-109.3,40
19911014  0600,19.3,-109.7,35
19911014  1200,19.0,-110.4,35
19911014  1800,18.5,-111.1,35
19911015  0000,18.0,-111.8,30
19911015  0600,17.6,-112.5,30
19911015  1200,17.3,-113.4,30
19911015  1800,17.1,-114.4,30
19911016  0000,17.0,-115.4,30
19911016  0600,16.9,-116.3,30
19911016  1200,16.9,-117.4,30
19911016  1800,17.1,-118.8,30
19911017  0000,17.3,-120.0,25
19911017  0600,17.7,-121.2,25
19911017  1200,18.2,-122.3,25
19911017  1800,18.7,-123.1,25
19911018  0000,19.4,-124.1,25
19911018  0600,19.9,-124.9,25
19911018  1200,20.8,-125.9,25
19911107  0000,10.1,-104.4,30
19911107  0600,10.2,-105.3,30
19911107  1200,11.0,-106.3,35
19911107  1800,11.7,-107.3,40
19911108  0000,12.2,-108.3,45
19911108  0600,12.3,-109.3,50
19911108  1200,12.2,-110.2,50
19911108  1800,12.1,-110.9,55
19911109  0000,12.2,-111.6,60
19911109  0600,12.4,-112.3,70
19911109  1200,12.8,-112.8,80
19911109  1800,13.3,-113.3,90
19911110  0000,13.8,-113.6,90
19911110  0600,14.2,-113.7,90
19911110  1200,14.6,-113.9,85
19911110  1800,14.9,-114.1,75
19911111  0000,15.1,-114.1,60
19911111  0600,15.3,-113.8,45
19911111  1200,15.7,-113.2,35
19911111  1800,16.2,-112.3,30
19911112  0000,17.1,-111.3,30
19911112  0600,18.3,-110.5,30
19911112  1200,19.7,-109.7,30
19911112  1800,21.4,-109.0,30
19920126  1800,5.2,-154.4,20
19920127  0000,4.8,-154.3,20
19920127  0600,4.3,-154.5,20
19920127  1200,4.2,-155.0,25
19920127  1800,4.2,-155.6,25
19920128  0000,4.3,-156.2,25
19920128  0600,4.5,-156.8,30
19920128  1200,4.8,-157.5,30
19920128  1800,5.1,-158.2,35
19920129  0000,5.5,-158.5,40
19920129  0600,5.7,-159.0,45
19920129  1200,5.9,-160.8,50
19920129  1800,6.0,-162.5,55
19920130  0000,6.0,-163.5,65
19920130  0600,6.1,-164.2,65
19920130  1200,6.1,-164.7,70
19920130  1800,6.2,-165.2,75
19920131  0000,6.3,-166.2,75
19920131  0600,6.5,-167.2,75
19920131  1200,6.9,-168.3,75
19920131  1800,7.4,-169.5,85
19920201  0000,8.1,-171.1,90
19920201  0600,8.4,-171.9,90
19920201  1200,8.8,-172.8,90
19920201  1800,9.0,-173.3,90
19920202  0000,9.2,-173.7,100
19920202  0600,9.3,-174.2,100
19920202  1200,9.5,-174.6,90
19920202  1800,9.6,-175.1,90
19920203  0000,9.6,-175.7,80
19920203  0600,9.7,-176.4,50
19920203  1200,9.5,-178.0,40
19920203  1800,9.4,-180.0,40
19920204  0000,9.2,178.2,40
19920204  0600,9.1,176.5,35
19920204  1200,9.2,174.8,30
19920204  1800,9.4,173.0,25
19920205  0000,9.9,171.2,25
19920205  0600,10.3,169.5,25
19920205  1200,10.6,168.0,25
19920205  1800,10.9,166.6,25
19920206  0000,11.0,165.3,25
19920206  0600,10.8,164.2,25
19920206  1200,10.5,163.2,25
19920206  1800,10.2,162.1,25
19920207  0000,9.8,160.8,25
19920207  0600,9.5,159.3,25
19920207  1200,9.0,157.7,20
19920207  1800,8.5,156.0,20
19920208  0000,8.0,154.1,20
19920208  0600,7.4,152.2,20
19920208  1200,7.0,150.2,20
19920208  1800,6.8,148.2,15
19920209  0000,6.8,146.2,15
19920328  0600,5.2,-172.2,25
19920328  1200,5.1,-172.8,25
19920328  1800,5.2,-173.0,30
19920329  0000,5.4,-173.3,30
19920329  0600,5.5,-173.6,30
19920329  1200,5.7,-173.9,40
19920329  1800,5.9,-174.2,45
19920330  0000,6.2,-174.7,40
19920330  0600,6.7,-175.2,35
19920330  1200,6.9,-175.4,30
19920330  1800,7.1,-175.6,25
19920601  1200,11.1,-102.2,25
19920601  1800,11.8,-102.4,30
19920602  0000,12.5,-102.4,35
19920602  0600,13.3,-102.5,45
19920602  1200,14.2,-102.6,50
19920602  1800,15.0,-102.7,60
19920603  0000,15.7,-102.9,60
19920603  0600,16.3,-103.1,60
19920603  1200,16.6,-103.3,60
19920603  1800,16.7,-103.3,60
19920604  0000,16.7,-103.4,55
19920604  0600,16.7,-103.5,40
19920604  1200,16.8,-104.1,35
19920604  1800,17.0,-105.0,35
19920605  0000,17.0,-105.8,30
19920605  0600,17.1,-106.2,30
19920605  1200,17.2,-106.5,25
19920605  1800,17.4,-106.6,20
19920616  1800,13.6,-114.0,30
19920617  0000,14.2,-114.3,30
19920617  0600,14.8,-114.5,30
19920617  1200,15.4,-114.7,30
19920617  1800,15.9,-115.2,30
19920618  0000,16.0,-115.9,30
19920618  0600,16.0,-116.5,25
19920618  1200,15.8,-117.1,20
19920622  1200,15.9,-111.0,25
19920622  1800,16.2,-111.8,30
19920623  0000,16.5,-112.8,35
19920623  0600,16.6,-113.8,35
19920623  1200,16.4,-114.7,35
19920623  1800,16.1,-115.7,30
19920622  1200,11.5,-91.5,25
19920622  1800,11.4,-92.8,25
19920623  0000,11.2,-93.7,30
19920623  0600,11.3,-94.6,30
19920623  1200,12.0,-95.8,30
19920623  1800,12.3,-97.1,35
19920624  0000,12.7,-98.2,40
19920624  0600,12.9,-99.3,45
19920624  1200,13.0,-100.2,55
19920624  1800,13.2,-101.0,65
19920625  0000,13.4,-101.8,70
19920625  0600,13.7,-102.7,70
19920625  1200,13.8,-103.6,75
19920625  1800,13.9,-104.5,75
19920626  0000,14.0,-105.5,80
19920626  0600,14.2,-106.5,85
19920626  1200,14.3,-107.4,90
19920626  1800,14.4,-108.5,100
19920627  0000,14.5,-109.6,115
19920627  0600,14.7,-110.7,125
19920627  1200,14.9,-111.7,125
19920627  1800,15.2,-112.7,125
19920628  0000,15.5,-113.6,120
19920628  0600,15.8,-114.5,120
19920628  1200,16.1,-115.5,115
19920628  1800,16.5,-116.4,110
19920629  0000,17.0,-117.5,100
19920629  0600,17.3,-118.5,90
19920629  1200,17.4,-119.5,80
