Time,Latitude,Longitude,Intensity
19920629  1800,17.4,-120.4,75
19920630  0000,17.3,-121.2,80
19920630  0600,17.5,-122.2,90
19920630  1200,17.6,-123.1,90
19920630  1800,17.3,-123.8,85
19920701  0000,17.3,-124.7,80
19920701  0600,17.3,-125.4,75
19920701  1200,17.4,-126.1,70
19920701  1800,17.4,-126.9,65
19920702  0000,17.3,-127.6,60
19920702  0600,17.2,-128.2,50
19920702  1200,17.2,-128.8,40
19920702  1800,17.5,-129.4,35
19920703  0000,17.6,-130.0,30
19920703  0600,17.8,-130.5,30
19920703  1200,18.1,-130.9,25
19920703  1800,18.6,-131.2,25
19920704  0000,19.2,-131.7,25
19920704  0600,19.7,-132.3,25
19920704  1200,20.1,-132.9,25
19920704  1800,20.3,-133.6,20
19920702  1200,12.5,-95.0,25
19920702  1800,12.3,-95.9,25
19920703  0000,12.2,-96.8,30
19920703  0600,12.1,-97.7,30
19920703  1200,11.8,-98.5,35
19920703  1800,11.5,-99.3,45
19920704  0000,11.3,-100.1,50
19920704  0600,11.8,-101.0,50
19920704  1200,12.8,-102.0,55
19920704  1800,13.9,-103.5,60
19920705  0000,15.0,-105.2,65
19920705  0600,15.9,-106.9,75
19920705  1200,16.8,-108.5,85
19920705  1800,17.8,-110.0,95
19920706  0000,18.8,-111.5,100
19920706  0600,19.9,-113.0,105
19920706  1200,20.9,-114.6,100
19920706  1800,21.8,-116.1,95
19920707  0000,22.7,-117.6,90
19920707  0600,23.4,-119.0,85
19920707  1200,23.9,-120.3,75
19920707  1800,24.2,-121.5,65
19920708  0000,24.5,-122.4,60
19920708  0600,25.0,-123.2,50
19920708  1200,25.5,-124.0,40
19920708  1800,26.0,-124.8,35
19920709  0000,26.6,-125.3,30
19920709  0600,27.1,-125.7,30
19920709  1200,27.7,-126.0,30
19920709  1800,28.4,-126.2,25
19920710  0000,29.1,-126.4,25
19920709  0000,11.7,-108.4,25
19920709  0600,12.1,-109.3,25
19920709  1200,12.3,-110.3,30
19920709  1800,12.6,-111.3,35
19920710  0000,12.7,-112.4,35
19920710  0600,12.6,-113.4,40
19920710  1200,12.3,-114.4,50
19920710  1800,12.0,-115.3,55
19920711  0000,11.8,-116.3,60
19920711  0600,11.9,-117.2,70
19920711  1200,12.1,-118.1,85
19920711  1800,12.6,-118.9,105
19920712  0000,13.3,-119.5,115
19920712  0600,13.8,-120.2,115
19920712  1200,14.3,-120.7,110
19920712  1800,14.9,-121.2,105
19920713  0000,15.4,-121.5,95
19920713  0600,15.8,-121.7,100
19920713  1200,16.3,-122.0,115
19920713  1800,16.8,-122.3,120
19920714  0000,17.3,-122.6,115
19920714  0600,18.0,-122.9,110
19920714  1200,18.8,-123.4,90
19920714  1800,19.7,-123.9,80
19920715  0000,20.6,-124.3,65
19920715  0600,21.5,-124.9,55
19920715  1200,22.1,-125.4,50
19920715  1800,22.6,-126.1,45
19920716  0000,23.0,-126.7,40
19920716  0600,23.3,-127.4,35
19920716  1200,23.5,-128.1,30
19920716  1800,23.6,-128.8,30
19920717  0000,23.5,-129.6,25
19920717  0600,23.5,-130.6,25
19920713  0600,14.1,-105.8,25
19920713  1200,13.8,-106.1,25
19920713  1800,13.6,-106.6,30
19920714  0000,13.7,-107.3,35
19920714  0600,14.1,-107.9,40
19920714  1200,14.7,-108.4,50
19920714  1800,15.3,-109.0,55
19920715  0000,15.7,-109.5,60
19920715  0600,16.1,-109.9,65
19920715  1200,16.3,-110.5,70
19920715  1800,16.3,-111.1,75
19920716  0000,16.3,-111.7,80
19920716  0600,16.2,-112.3,85
19920716  1200,16.1,-113.0,90
19920716  1800,16.1,-113.8,95
19920717  0000,16.0,-114.7,100
19920717  0600,15.9,-115.7,105
19920717  1200,15.8,-116.9,110
19920717  1800,15.7,-118.1,115
19920718  0000,15.8,-119.3,120
19920718  0600,15.9,-120.6,125
19920718  1200,16.1,-121.8,125
19920718  1800,16.5,-123.2,120
19920719  0000,16.9,-124.6,115
19920719  0600,17.5,-126.0,110
19920719  1200,18.2,-127.4,105
19920719  1800,18.9,-128.9,100
19920720  0000,19.5,-130.3,95
19920720  0600,20.1,-131.7,90
19920720  1200,20.7,-133.0,80
19920720  1800,21.1,-134.3,75
19920721  0000,21.6,-135.4,75
19920721  0600,22.1,-136.4,70
19920721  1200,22.6,-137.3,65
19920721  1800,23.1,-138.3,55
19920722  0000,23.6,-139.3,50
19920722  0600,23.9,-140.6,45
19920722  1200,24.2,-141.4,40
19920722  1800,24.7,-142.4,35
19920723  0000,25.3,-143.2,30
19920723  0600,26.3,-144.0,30
19920723  1200,26.9,-145.1,25
19920714  1200,10.8,-94.2,25
19920714  1800,11.3,-95.3,30
19920715  0000,11.8,-96.4,30
19920715  0600,12.2,-97.4,35
19920715  1200,12.5,-98.3,45
19920715  1800,12.7,-99.2,55
19920716  0000,12.8,-100.1,65
19920716  0600,13.0,-101.0,65
19920716  1200,13.1,-102.0,70
19920716  1800,13.2,-103.0,75
19920717  0000,13.4,-104.0,80
19920717  0600,13.8,-105.0,85
19920717  1200,14.2,-106.0,90
19920717  1800,14.8,-107.0,95
19920718  0000,15.4,-108.0,95
19920718  0600,16.0,-109.2,95
19920718  1200,16.7,-110.4,95
19920718  1800,17.3,-111.6,95
19920719  0000,17.7,-112.7,90
19920719  0600,18.0,-113.7,85
19920719  1200,18.4,-114.6,80
19920719  1800,18.5,-115.3,80
19920720  0000,18.5,-116.0,75
19920720  0600,18.4,-116.7,75
19920720  1200,18.1,-117.4,75
19920720  1800,17.9,-118.0,80
19920721  0000,17.7,-118.7,85
19920721  0600,17.5,-119.5,90
19920721  1200,17.5,-120.5,95
19920721  1800,17.6,-121.7,90
19920722  0000,17.7,-123.1,85
19920722  0600,17.8,-124.6,75
19920722  1200,17.9,-126.2,70
19920722  1800,17.9,-127.8,65
19920723  0000,17.8,-129.5,55
19920723  0600,17.7,-131.4,50
19920723  1200,17.5,-133.4,45
19920723  1800,17.5,-135.4,40
19920724  0000,17.5,-137.4,35
19920724  0600,17.5,-139.4,30
19920724  1200,17.6,-141.5,30
19920724  1800,17.8,-143.5,30
19920725  0000,17.9,-145.0,25
19920725  0600,17.8,-147.4,25
19920725  1200,17.8,-149.5,25
19920725  1800,17.8,-151.7,25
19920726  0000,17.5,-154.0,30
19920726  0600,17.4,-156.5,30
19920726  0600,13.1,-114.0,25
19920726  1200,13.4,-115.3,25
19920726  1800,13.6,-116.5,30
19920727  0000,13.7,-117.5,30
19920727  0600,13.7,-118.4,30
19920727  1200,13.5,-119.1,35
19920727  1800,13.3,-120.1,40
19920728  0000,13.0,-121.2,50
19920728  0600,12.7,-122.2,55
19920728  1200,12.5,-123.2,55
19920728  1800,12.4,-123.9,55
19920729  0000,12.4,-124.7,50
19920729  0600,12.6,-125.6,50
19920729  1200,12.8,-126.7,45
19920729  1800,13.1,-127.8,45
19920730  0000,13.4,-129.0,45
19920730  0600,13.7,-130.1,40
19920730  1200,14.3,-131.6,35
19920730  1800,15.0,-133.0,25
19920728  0000,14.4,-106.1,25
19920728  0600,14.9,-106.8,25
19920728  1200,15.5,-108.0,30
19920728  1800,16.3,-109.0,35
19920729  0000,17.0,-110.0,45
19920729  0600,17.6,-110.9,45
19920729  1200,18.2,-111.8,45
19920729  1800,18.7,-112.7,45
19920730  0000,19.2,-113.5,45
19920730  0600,19.7,-114.4,50
19920730  1200,20.2,-115.3,50
19920730  1800,20.7,-116.2,55
19920731  0000,21.1,-117.1,55
19920731  0600,21.5,-118.1,55
19920731  1200,21.6,-119.1,55
19920731  1800,21.7,-120.0,45
19920801  0000,21.8,-120.9,35
19920801  0600,21.9,-121.8,30
19920801  1200,22.2,-122.8,25
19920801  1800,22.4,-123.9,25
19920802  0000,22.5,-125.0,25
19920730  1800,12.3,-103.6,25
19920731  0000,12.4,-104.5,25
19920731  0600,12.3,-105.5,30
19920731  1200,12.3,-106.7,30
19920731  1800,12.4,-108.0,30
19920801  0000,12.7,-109.1,30
19920801  0600,13.0,-110.0,30
19920801  1200,13.4,-111.2,30
19920801  1800,13.7,-112.6,30
19920802  0000,14.1,-114.2,30
19920802  0600,14.5,-115.7,35
19920802  1200,15.0,-117.0,40
19920802  1800,15.6,-118.1,45
19920803  0000,16.0,-119.0,50
19920803  0600,16.3,-120.0,50
19920803  1200,16.4,-121.0,50
19920803  1800,16.6,-122.0,55
19920804  0000,16.8,-122.9,55
19920804  0600,17.0,-123.7,55
19920804  1200,17.3,-124.4,55
19920804  1800,17.5,-125.0,55
19920805  0000,17.9,-125.8,55
19920805  0600,18.1,-126.7,60
19920805  1200,18.2,-127.7,60
19920805  1800,18.4,-128.6,70
19920806  0000,18.5,-129.6,70
19920806  0600,18.4,-130.7,65
19920806  1200,18.2,-131.8,65
19920806  1800,17.9,-133.0,65
19920807  0000,17.4,-134.2,60
19920807  0600,17.0,-135.5,45
19920807  1200,16.6,-137.1,40
19920807  1800,16.2,-138.8,40
19920808  0000,15.8,-140.8,40
19920808  0600,15.7,-142.6,40
19920808  1200,15.6,-144.2,40
19920808  1800,15.5,-145.1,35
19920809  0000,15.4,-145.5,30
19920809  0600,15.0,-146.9,30
19920809  1200,14.8,-147.6,30
19920809  1800,14.3,-149.2,30
19920810  0000,14.2,-150.2,30
19920810  0600,14.0,-151.5,30
19920810  1200,14.0,-152.5,30
19920810  1800,13.9,-153.4,25
19920811  0000,13.8,-154.1,25
19920811  0600,13.7,-155.2,25
19920811  1200,13.5,-156.3,25
19920811  1800,12.9,-157.8,25
19920812  0000,12.0,-158.6,25
19920810  0000,14.5,-124.5,25
19920810  0600,15.2,-125.2,30
19920810  1200,15.9,-125.9,30
19920810  1800,16.6,-126.6,30
19920811  0000,17.2,-127.6,30
19920811  0600,17.5,-128.7,30
19920811  1200,17.7,-129.8,25
19920811  1800,17.8,-130.8,25
19920812  0000,17.9,-131.7,25
19920812  0600,18.0,-132.5,25
19920812  1200,18.1,-133.2,25
19920812  1800,18.2,-133.9,25
19920813  0000,18.3,-134.6,20
19920818  0600,19.1,-111.4,25
19920818  1200,19.0,-112.8,30
19920818  1800,19.0,-114.3,30
19920819  0000,19.1,-115.8,35
19920819  0600,19.1,-117.2,40
19920819  1200,19.1,-118.4,45
19920819  1800,19.1,-119.8,45
19920820  0000,19.1,-121.4,45
19920820  0600,19.0,-123.0,45
19920820  1200,18.9,-124.6,45
19920820  1800,18.7,-126.1,40
19920821  0000,18.6,-127.8,35
19920821  0600,18.5,-129.4,30
19920821  1200,18.5,-131.0,30
19920821  1800,18.4,-132.5,30
19920822  0000,18.3,-134.0,25
19920822  0600,18.2,-135.5,25
19920822  1200,18.0,-137.1,25
19920822  1800,17.8,-138.6,25
19920820  0000,15.5,-106.0,25
19920820  0600,16.2,-107.2,30
19920820  1200,16.8,-108.3,30
19920820  1800,17.5,-109.4,35
19920821  0000,18.2,-110.4,35
19920821  0600,18.9,-111.3,40
19920821  1200,19.7,-112.2,40
19920821  1800,20.5,-113.0,45
19920822  0000,21.5,-113.6,50
19920822  0600,22.4,-113.9,55
19920822  1200,23.2,-114.1,60
19920822  1800,24.0,-114.1,70
19920823  0000,25.0,-114.0,70
19920823  0600,26.0,-113.7,65
19920823  1000,26.8,-113.3,65
19920823  1200,27.1,-113.3,55
19920823  1800,28.4,-112.5,45
19920823  2000,29.0,-112.2,50
19920824  0000,30.0,-111.7,40
19920824  0600,32.0,-110.5,35
19920824  1200,33.5,-109.0,25
19920824  1800,35.0,-107.0,20
19920827  1200,12.7,-122.6,30
19920827  1800,12.9,-123.4,30
19920828  0000,13.2,-124.3,35
19920828  0600,13.3,-125.4,35
19920828  1200,13.7,-126.9,40
19920828  1800,14.3,-128.9,45
19920829  0000,14.9,-130.6,45
19920829  0600,15.2,-131.9,45
19920829  1200,15.5,-132.8,40
19920829  1800,15.6,-134.0,40
19920830  0000,15.8,-135.5,40
19920830  0600,15.9,-136.4,40
19920830  1200,15.9,-137.7,40
19920830  1800,15.9,-138.8,30
19920831  0000,16.0,-140.1,25
19920827  1200,11.1,-107.3,25
19920827  1800,11.1,-108.5,30
19920828  0000,11.3,-109.9,30
19920828  0600,11.7,-111.4,35
19920828  1200,12.1,-112.9,35
19920828  1800,12.3,-114.4,35
19920829  0000,12.3,-116.0,35
19920829  0600,12.4,-117.4,40
19920829  1200,12.8,-118.6,40
19920829  1800,13.0,-119.8,45
19920830  0000,13.2,-121.1,45
19920830  0600,13.4,-122.4,45
19920830  1200,13.7,-123.9,45
19920830  1800,14.1,-125.5,45
19920831  0000,14.5,-127.2,40
19920831  0600,14.9,-129.0,35
19920831  1200,14.9,-130.9,30
19920831  1800,14.9,-132.5,25
19920902  1800,9.9,-102.5,30
19920903  0000,10.1,-103.8,35
19920903  0600,10.4,-105.1,40
19920903  1200,10.7,-106.4,50
19920903  1800,11.0,-107.9,65
19920904  0000,11.2,-109.5,75
19920904  0600,11.4,-111.1,85
19920904  1200,11.6,-112.7,95
19920904  1800,11.9,-114.2,105
19920905  0000,12.1,-115.8,110
19920905  0600,12.5,-117.3,115
19920905  1200,12.9,-118.8,120
19920905  1800,13.4,-120.3,120
19920906  0000,14.0,-121.7,125
19920906  0600,14.4,-123.1,125
19920906  1200,14.9,-124.5,125
19920906  1800,15.4,-125.7,125
19920907  0000,15.9,-126.9,125
19920907  0600,16.4,-128.0,120
19920907  1200,16.9,-129.1,115
19920907  1800,17.4,-130.1,110
19920908  0000,17.8,-131.1,100
19920908  0600,18.2,-132.2,95
19920908  1200,18.5,-133.1,85
19920908  1800,18.8,-133.9,75
19920909  0000,19.1,-134.4,75
19920909  0600,19.4,-134.7,80
19920909  1200,19.7,-134.9,85
19920909  1800,20.2,-135.1,90
19920910  0000,20.6,-135.3,90
19920910  0600,21.0,-135.5,90
19920910  1200,21.4,-135.8,85
19920910  1800,21.8,-136.1,80
19920911  0000,22.2,-136.4,75
19920911  0600,22.5,-136.7,65
19920911  1200,22.7,-137.2,60
19920911  1800,22.8,-137.9,55
19920912  0000,22.7,-138.8,45
19920912  0600,22.6,-140.0,40
19920912  1200,22.8,-141.5,30
19920912  1800,22.7,-142.9,30
19920913  0000,22.5,-144.7,25
19920913  0600,22.1,-146.6,25
19920913  1200,21.4,-148.5,25
19920913  1800,20.8,-149.9,25
19920914  0000,20.2,-151.0,25
19920914  0600,19.7,-152.4,25
19920914  1200,19.3,-154.1,25
19920914  1800,19.2,-155.2,25
19920905  1800,11.9,-133.0,25
19920906  0000,11.9,-135.9,25
19920906  0600,12.0,-137.2,25
19920906  1200,12.1,-138.5,30
19920906  1800,12.2,-139.8,30
19920907  0000,12.3,-141.1,25
19920907  0600,12.3,-141.7,25
19920907  1200,12.2,-142.4,30
19920907  1800,12.1,-143.0,30
19920908  0000,12.0,-144.5,35
19920908  0600,12.0,-146.0,40
19920908  1200,12.1,-147.5,40
19920908  1800,12.3,-149.0,50
19920909  0000,12.4,-150.2,60
19920909  0600,12.7,-151.6,65
19920909  1200,13.0,-152.9,65
19920909  1800,13.4,-154.3,80
19920910  0000,13.8,-155.5,85
19920910  0600,14.3,-156.9,90
19920910  1200,14.7,-157.8,100
19920910  1800,15.2,-158.6,100
19920911  0000,15.9,-159.3,110
19920911  0600,16.8,-159.8,115
19920911  1200,18.2,-160.2,120
19920911  1800,19.5,-160.0,125
19920912  0000,21.5,-159.8,115
19920912  0600,23.7,-159.4,100
19920912  1200,25.7,-159.0,80
19920912  1800,28.1,-158.9,80
19920913  0000,30.4,-158.8,65
19920913  0600,33.0,-158.7,65
19920913  1200,35.0,-158.5,50
19920913  1800,36.7,-158.1,40
19920911  0000,18.7,-112.8,30
19920911  0600,18.5,-113.9,30
19920911  1200,18.3,-115.0,30
19920911  1800,18.2,-116.4,35
19920912  0000,18.1,-118.1,40
19920912  0600,17.9,-119.5,45
19920912  1200,17.6,-120.5,50
19920912  1800,17.2,-121.0,50
19920913  0000,17.0,-121.4,55
19920913  0600,17.1,-122.0,60
19920913  1200,17.4,-122.4,60
19920913  1800,17.8,-122.8,65
19920914  0000,18.1,-123.1,65
19920914  0600,18.3,-123.2,65
19920914  1200,18.4,-123.1,65
19920914  1800,18.4,-122.9,60
19920915  0000,18.4,-122.6,60
19920915  0600,18.3,-122.5,55
19920915  1200,18.1,-122.4,50
19920915  1800,17.7,-122.2,45
19920916  0000,17.3,-122.0,40
19920916  0600,16.9,-121.8,35
19920916  1200,16.7,-122.0,35
19920913  1200,16.8,-111.0,25
19920913  1800,17.2,-111.2,30
19920914  0000,17.5,-111.4,30
19920914  0600,17.7,-111.9,30
19920914  1200,17.9,-112.3,35
19920914  1800,18.0,-112.6,50
19920915  0000,18.1,-112.8,55
19920915  0600,18.2,-113.0,60
19920915  1200,18.3,-113.2,60
19920915  1800,18.4,-113.5,60
19920916  0000,18.5,-114.0,55
19920916  0600,18.7,-115.0,55
19920916  1200,18.9,-116.4,55
19920916  1800,19.2,-117.8,55
19920917  0000,19.5,-119.2,55
19920917  0600,19.7,-120.6,55
19920917  1200,19.4,-121.9,55
19920917  1800,19.2,-123.0,55
19920918  0000,19.0,-124.1,55
19920918  0600,19.2,-125.0,60
19920918  1200,19.3,-125.7,60
19920918  1800,19.4,-126.3,55
19920919  0000,19.5,-126.9,45
19920919  0600,19.5,-127.5,40
19920919  1200,19.5,-128.0,45
19920919  1800,19.6,-128.4,50
19920920  0000,19.7,-128.8,45
19920920  0600,19.7,-129.2,45
19920920  1200,19.8,-129.5,45
19920920  1800,19.7,-129.8,45
19920921  0000,19.6,-130.1,40
19920921  0600,19.5,-130.4,40
19920921  1200,19.4,-130.7,40
19920921  1800,19.3,-131.1,45
19920922  0000,19.2,-131.5,50
19920922  0600,19.1,-132.0,55
19920922  1200,19.0,-132.5,60
19920922  1800,19.0,-133.0,70
19920923  0000,19.0,-133.8,75
19920923  0600,18.9,-134.8,85
19920923  1200,18.8,-135.9,80
19920923  1800,18.5,-137.1,75
19920924  0000,18.3,-138.2,65
19920924  0600,18.3,-139.3,65
19920924  1200,18.3,-140.5,60
19920924  1800,18.2,-141.9,55
19920925  0000,18.2,-143.2,50
19920925  0600,18.2,-143.8,50
19920925  1200,18.4,-144.9,45
19920925  1800,18.4,-145.3,45
19920926  0000,18.4,-145.7,45
19920926  0600,18.3,-146.9,40
19920926  1200,18.3,-147.4,40
19920926  1800,18.3,-148.2,40
19920927  0000,18.1,-150.0,40
19920927  0600,18.1,-150.0,40
19920927  1200,18.2,-150.3,40
19920927  1800,18.3,-150.2,40
19920928  0000,18.6,-149.6,40
19920928  0600,18.6,-150.1,40
19920928  1200,18.9,-150.0,40
19920928  1800,19.2,-149.5,45
19920929  0000,19.4,-149.2,45
19920929  0600,19.6,-148.7,45
19920929  1200,19.7,-148.5,45
19920929  1800,19.8,-147.9,45
19920930  0000,20.0,-147.2,40
19920930  0600,20.2,-147.0,35
19920930  1200,20.9,-146.6,35
19920930  1800,21.5,-146.5,30
19920917  1200,16.9,-107.7,30
19920917  1800,17.8,-108.3,30
19920918  0000,18.6,-109.1,35
19920918  0600,19.1,-110.1,40
19920918  1200,19.4,-110.9,45
19920918  1800,19.6,-111.8,50
19920919  0000,19.9,-112.4,55
19920919  0600,20.2,-112.8,60
19920919  1200,20.5,-113.0,65
19920919  1800,21.0,-113.3,65
19920920  0000,21.4,-113.5,65
19920920  0600,21.9,-113.9,70
19920920  1200,22.3,-114.3,75
19920920  1800,22.7,-114.7,70
19920921  0000,23.1,-115.0,65
19920921  0600,23.4,-115.5,60
19920921  1200,23.5,-116.1,55
19920921  1800,23.6,-116.6,50
19920922  0000,23.7,-117.4,50
19920922  0600,23.8,-118.1,45
19920922  1200,23.8,-118.7,55
19920922  1800,24.0,-119.3,65
19920923  0000,24.3,-119.9,65
19920923  0600,24.4,-120.4,70
19920923  1200,24.5,-120.9,65
19920923  1800,24.5,-121.4,60
19920924  0000,24.3,-121.8,55
19920924  0600,24.1,-122.1,55
19920924  1200,23.7,-122.5,50
19920924  1800,23.1,-122.9,45
19920925  0000,22.6,-123.3,40
19920925  0600,22.2,-123.8,35
19920925  1200,21.8,-124.3,30
19920925  1800,21.6,-124.7,30
19920926  0000,21.6,-125.2,25
19920926  0600,21.5,-125.7,25
19920926  1200,21.5,-126.3,25
19920926  1800,21.6,-127.0,25
19920927  0000,22.1,-127.6,25
19920927  0600,23.0,-128.3,25
19920917  1200,10.4,-98.5,25
19920917  1800,10.5,-99.1,25
19920918  0000,10.6,-99.6,25
19920918  0600,10.6,-100.1,30
19920918  1200,10.7,-100.6,30
19920918  1800,10.8,-101.3,40
19920919  0000,10.9,-102.0,45
19920919  0600,10.9,-102.6,50
19920919  1200,10.9,-103.2,55
19920919  1800,10.9,-103.8,55
19920920  0000,10.9,-104.4,55
19920920  0600,11.0,-105.1,55
19920920  1200,11.2,-105.9,55
19920920  1800,11.4,-106.4,60
19920921  0000,11.5,-106.7,70
19920921  0600,11.7,-107.0,75
19920921  1200,11.8,-107.3,75
19920921  1800,11.9,-107.5,70
19920922  0000,12.1,-107.7,60
19920922  0600,12.3,-107.9,55
19920922  1200,12.4,-108.3,55
19920922  1800,12.3,-108.8,55
19920923  0000,12.3,-109.1,60
19920923  0600,12.3,-109.4,65
19920923  1200,12.3,-109.7,65
19920923  1800,12.4,-109.9,70
19920924  0000,12.6,-110.0,75
19920924  0600,12.8,-109.9,70
19920924  1200,13.1,-109.7,70
19920924  1800,13.5,-109.5,65
19920925  0000,14.0,-109.0,60
19920925  0600,14.7,-108.6,55
19920925  1200,15.4,-108.3,55
19920925  1800,16.2,-107.8,55
19920926  0000,16.9,-107.6,55
19920926  0600,17.5,-107.5,55
19920926  1200,17.8,-107.7,55
19920926  1800,18.1,-107.9,60
19920927  0000,18.4,-108.3,70
19920927  0600,18.4,-108.6,80
19920927  1200,18.3,-108.9,90
19920927  1800,18.1,-109.3,95
19920928  0000,17.8,-109.6,100
19920928  0600,17.6,-110.0,100
19920928  1200,17.3,-110.5,105
19920928  1800,17.1,-111.2,110
19920929  0000,17.0,-111.9,110
19920929  0600,16.9,-112.7,110
19920929  1200,17.0,-113.6,115
19920929  1800,17.0,-114.6,115
19920930  0000,17.1,-115.5,120
19920930  0600,17.2,-116.6,125
19920930  1200,17.3,-117.7,130
19920930  1800,17.4,-118.8,130
19921001  0000,17.4,-120.0,130
19921001  0600,17.5,-121.1,130
19921001  1200,17.4,-122.1,125
19921001  1800,17.5,-123.0,120
19921002  0000,17.5,-123.7,115
19921002  0600,17.7,-124.3,105
19921002  1200,17.9,-124.9,100
19921002  1800,18.1,-125.4,95
19921003  0000,18.5,-125.8,90
19921003  0600,18.8,-126.1,85
19921003  1200,19.3,-126.4,80
19921003  1800,19.7,-126.9,75
19921004  0000,20.2,-127.4,70
19921004  0600,20.6,-127.9,65
19921004  1200,21.0,-128.4,65
19921004  1800,21.4,-128.9,60
19921005  0000,21.7,-129.4,55
19921005  0600,22.0,-129.8,50
19921005  1200,22.2,-130.0,50
19921005  1800,22.3,-130.3,45
19921006  0000,22.5,-130.7,45
19921006  0600,22.7,-131.0,40
19921006  1200,22.9,-131.4,40
19921006  1800,23.1,-131.7,35
19921007  0000,23.2,-131.9,35
19921007  0600,23.3,-132.2,35
19921007  1200,23.4,-132.4,30
19921007  1800,23.4,-132.7,30
19921008  0000,23.6,-133.3,30
19921008  0600,23.7,-134.0,30
19921008  1200,23.7,-134.7,30
19921008  1800,23.8,-135.6,30
19921009  0000,23.8,-136.6,30
19921009  0600,23.7,-137.8,30
19921009  1200,23.8,-139.0,30
19921009  1800,24.0,-140.1,30
19921010  0000,24.5,-141.0,25
19921010  0600,25.3,-141.9,25
19921010  1200,26.5,-142.5,25
19921010  1800,27.6,-142.9,25
19921011  0000,28.9,-142.9,25
19921011  0600,30.1,-143.0,25
19921011  1200,31.5,-143.0,25
19921011  1800,33.0,-143.0,20
19921001  0600,13.5,-100.4,25
19921001  1200,13.9,-100.7,30
19921001  1800,14.4,-101.1,35
19921002  0000,14.8,-101.6,40
19921002  0600,15.1,-102.1,50
19921002  1200,15.4,-102.5,70
19921002  1800,15.6,-102.6,95
19921003  0000,15.9,-102.6,115
